beta,sweep,M,absM,M2,E,E2,acceptedFlips,attemptedClusters,acceptedClusters,fixedPairCorr,corr_r1,corr_r2,corr_r3,corr_r4,corr_r5,corr_r6,corr_r7,corr_r8,corr_r9,corr_r10,corr_r50,corr_r75,corr_r100,corr_r125,corr_r150,corr_r175,corr_r200,corr_r225,corr_r250
0.02,81,-0.002104,0.002104,4.42682e-06,-0.035184,0.00123791,0,239999,120154,1,0.017592,-0.002152,0.001712,0.001552,-5.6e-05,9.6e-05,0.001232,0.000352,-0.000152,-0.000304,-0.000672,0.00076,0.00116,2.4e-05,0.002096,-0.000496,-0.00028,-1.6e-05,-0.000704
0.02,82,-0.000696,0.000696,4.84416e-07,-0.044576,0.00198702,0,239912,119926,-1,0.022288,-0.001536,-0.001064,-0.00132,-0.001104,0.0004,-0.001176,-0.000576,-0.000752,-0.001912,0.001744,-0.000824,-0.00012,0.00108,0.001592,-0.00028,0.001288,0.000544,-0.000544
0.02,83,0.000376,0.000376,1.41376e-07,-0.043888,0.00192616,0,239993,120069,-1,0.021944,-0.00032,0.001816,-0.002016,0.000688,0.000344,-0.000704,-0.001104,-0.002208,-0.001792,-0.001656,0.000512,0.001344,0.000152,0.000912,-0.001592,-0.001016,-0.001328,0.001424
0.02,84,0.000128,0.000128,1.6384e-08,-0.0384,0.00147456,0,240029,120248,-1,0.0192,-0.000496,-0.002272,-0.00188,-0.000152,0.000272,-0.00196,-0.001464,0.000712,0.001696,-0.000472,-0.000512,0.000496,0.000256,-0.000896,0.000864,0.002432,-0.000544,0.002352
0.02,85,0.001576,0.001576,2.48378e-06,-0.041712,0.00173989,0,239938,120297,1,0.020856,-0.000704,-0.00016,0.002192,-0.000968,-0.00036,-0.000656,-0.000672,-0.00036,0.000144,-0.001288,0.00016,-4.8e-05,-0.000672,0.000784,0.00088,8e-05,0.000848,-0.003024
0.02,86,-0.000784,0.000784,6.14656e-07,-0.03664,0.00134249,0,240064,120281,-1,0.01832,-0.001192,-0.00104,0.001832,0.00052,0.000408,0.00124,-0.001088,-0.000952,-0.00088,0.00144,0.000608,-0.00044,-0.001808,-0.000704,9.6e-05,0.000896,-0.003008,-0.000336
0.02,87,-0.002736,0.002736,7.4857e-06,-0.035488,0.0012594,0,240222,120081,-1,0.017744,-0.001488,-0.001784,-0.001992,0.001152,0.000536,-0.00056,-0.001408,0.000168,0.000928,0.002448,0.00352,0.00116,0.001312,0.000608,0.001552,0.000256,-0.002256,0.00256
0.02,88,0.00364,0.00364,1.32496e-05,-0.036896,0.00136131,0,240128,119948,1,0.018448,-0.000376,0.000504,-0.001872,-0.000408,0.001096,-0.00208,0.000704,0.001504,-0.001592,-0.003016,-0.00292,-0.000808,0.002104,0.001392,-0.000992,4.8e-05,0.001184,-0.003072
0.02,89,0.002704,0.002704,7.31162e-06,-0.038592,0.00148934,0,240047,119982,1,0.019296,0.001576,-0.001848,0.000696,-0.003392,0.002312,0.001776,-0.0008,0.000728,-6.4e-05,0.001088,0.00032,-0.002,-0.000536,0.000808,0.000808,0.002064,-0.000464,-0.002096
0.02,90,-0.000544,0.000544,2.95936e-07,-0.038288,0.00146597,0,239880,120050,-1,0.019144,0.001776,-0.000496,-0.001152,1.6e-05,0.000432,-0.00312,-0.002376,0.000576,0.001816,-0.000928,-0.000664,0.00056,-0.001016,-0.003424,-0.001336,-0.000288,-0.000904,0.002128
0.02,91,-0.001848,0.001848,3.4151e-06,-0.041856,0.00175192,0,239906,119749,-1,0.020928,0.002304,-0.001656,-4e-05,-0.00092,-0.002808,-0.001976,-0.003512,-0.001608,0.000584,-0.002216,-0.002048,-0.001504,-0.000144,-0.00164,-0.00092,-0.002456,0.003152,0.001328
0.02,92,-0.001336,0.001336,1.7849e-06,-0.038192,0.00145863,0,240016,120141,-1,0.019096,0.000312,-0.001136,-0.002384,-0.000968,0.000624,0.0002,-0.001104,0.001344,-0.002504,-0.001072,0.000408,-0.000832,-0.00116,-0.00076,0.002984,-0.001264,-0.000624,-0.00216
0.02,93,0.002064,0.002064,4.2601e-06,-0.039568,0.00156563,0,240092,119991,1,0.019784,0.000728,0.000408,-7.2e-05,0.00072,-0.000224,0.000368,0.000488,0.000584,0.001784,-0.001208,0.00156,-5.6e-05,-0.002648,-0.001328,-0.000688,0.00156,-0.002088,0.001808
0.02,94,-0.00448,0.00448,2.00704e-05,-0.041296,0.00170536,0,239932,120551,-1,0.020648,0.002736,-0.000896,0.000552,0.000256,-0.000872,-0.000368,0.00084,0.00032,0.000104,-9.6e-05,0.001592,-0.00032,-0.000376,0.001112,0.002,0.00144,-0.00068,0.001472
0.02,95,-0.00196,0.00196,3.8416e-06,-0.039952,0.00159616,0,240020,119765,-1,0.019976,-0.00136,0.000128,0.001088,0.002808,-0.000216,-0.001176,0.000976,-0.002232,-0.000856,-0.000176,0.000888,0.000304,-2.4e-05,0.000696,-0.002592,-0.000632,-0.000264,-0.002208
0.02,96,-0.002,0.002,4e-06,-0.038624,0.00149181,0,239998,120386,1,0.019312,-0.00164,-0.000784,-0.003368,0.000848,-0.001424,-0.00172,-0.000512,-0.000704,-0.00348,-0.001976,-3.2e-05,-0.000664,0.001984,-0.00012,0.000448,0.00064,0.00316,0.001536
0.02,97,0.0004,0.0004,1.6e-07,-0.036976,0.00136722,0,240127,119433,-1,0.018488,0.00128,-0.001024,0.000304,-0.000736,-0.00112,0.00108,-0.001352,-0.000896,0.000656,-0.001296,-0.001344,0.000952,-0.001704,-0.001752,-0.000216,0.00108,-0.000992,-0.00088
0.02,98,0.000368,0.000368,1.35424e-07,-0.04072,0.00165812,0,240053,119683,-1,0.02036,0.001176,0.000968,-0.000712,0.001976,-0.002616,0.000536,-0.00124,-0.000384,-0.000672,0.000328,-0.000472,0.000208,0.000328,-0.001848,0.000464,0.002336,-0.00132,0.003824
0.02,99,-0.003712,0.003712,1.37789e-05,-0.035024,0.00122668,0,239961,119969,-1,0.017512,0.00388,-0.00032,0.001216,-0.000256,0.001504,-0.001576,-0.000184,0.001872,0.001448,-0.001288,-0.0008,-0.00012,-0.000248,0.004032,-7.2e-05,-0.000824,-0.00224,-0.00272
0.02,100,0.000168,0.000168,2.8224e-08,-0.037376,0.00139697,0,240047,119567,1,0.018688,8.8e-05,-0.000744,0.000792,0.00176,0.003584,0.00216,0.001048,-0.00384,-0.000544,-0.001264,-0.0008,-0.001776,0.00116,0.00108,0.000376,-0.000472,0.002288,0.001792
0.02,101,-0.002728,0.002728,7.44198e-06,-0.038272,0.00146475,0,240212,119998,1,0.019136,0.002304,-0.001368,-0.0012,-0.000464,-0.001496,-0.00252,-0.000976,-0.003128,-0.001264,0.000688,0.001016,-0.000464,0.001688,0.002112,0.000752,0.000184,0.000288,-0.00032
0.02,102,-0.000272,0.000272,7.3984e-08,-0.038128,0.00145374,0,240077,120006,-1,0.019064,0.000936,-0.000472,0.000552,0.000344,0.000728,0.002176,-0.000352,-0.000344,0.00024,0.001112,-0.00044,0.001,0.003128,-0.000272,-0.000368,-0.001728,0.001072,0.00368
0.02,103,-0.001272,0.001272,1.61798e-06,-0.044368,0.00196852,0,240031,120138,-1,0.022184,-0.001312,0.002,0.001136,0.000768,0.000944,-0.002664,0.00172,-3.2e-05,0.001896,0.001048,-0.000848,0.000392,0.001024,-0.000456,0.000632,-8.8e-05,-0.000864,0.00032
0.02,104,0.00172,0.00172,2.9584e-06,-0.043808,0.00191914,0,239856,119947,1,0.021904,0.002192,0.00012,-4e-05,8e-05,0.001952,-0.001064,-0.000656,-0.000304,0.000176,0.003672,0.000328,-0.002072,-0.000248,-0.002704,-0.000104,0.000624,0.001904,0.004144
0.02,105,0.000248,0.000248,6.1504e-08,-0.040512,0.00164122,0,240018,120209,1,0.020256,0.000384,-0.000416,3.2e-05,0.002248,0.000904,-0.001976,0.001536,0.000992,0.000584,-0.00096,-0.000968,0.000152,-0.0046,0.001664,0.00168,0.001904,-0.001264,-0.001904
0.02,106,-0.001464,0.001464,2.1433e-06,-0.040256,0.00162055,0,240143,120190,1,0.020128,0.001536,-0.001328,0.001296,0.001128,0.000352,-0.000336,0.00252,0.00148,0.000656,-0.00048,0.000968,-0.002848,-0.002024,-0.000696,0.001688,-0.000856,-0.00208,0.000272
0.02,107,0.000328,0.000328,1.07584e-07,-0.037872,0.00143429,0,240007,120089,1,0.018936,-0.00092,-0.001416,-0.000712,0.000872,-0.002264,-0.000272,-0.000968,-0.001144,0.000112,-0.003688,-0.000352,0.00032,0.002032,0.000728,-0.000224,0.000624,0.000688,-0.000176
0.02,108,0.000712,0.000712,5.06944e-07,-0.045264,0.00204883,0,240057,120139,-1,0.022632,0.000744,-0.000672,0.001024,0.001032,-4.8e-05,-0.00092,0,-0.002864,-0.000488,-0.000656,0.0008,-0.000896,-0.000472,0.000736,0.00012,-0.000936,0.000792,0.000832
0.02,109,-0.0012,0.0012,1.44e-06,-0.0444,0.00197136,0,239885,120060,-1,0.0222,0.001648,0.00176,0.000216,-0.001408,0.001432,-0.002312,-0.000448,0.000808,0.00124,0.002088,0.002312,0.000712,0.000864,-0.001488,0.000584,-0.002976,0.002704,0.00184
0.02,110,0.002464,0.002464,6.0713e-06,-0.044864,0.00201278,0,239890,120281,1,0.022432,-0.000272,0.000368,-0.000296,0.000896,0.002424,4.8e-05,0.000616,0.002992,0.00068,-0.000216,-0.001064,0.001856,-0.000464,-6.4e-05,0.001776,-0.0014,0.000104,-0.00072
0.02,111,0.0004,0.0004,1.6e-07,-0.044272,0.00196001,0,240058,119841,1,0.022136,-0.000496,-0.001016,-0.00024,-0.000112,-4e-05,0.001024,-0.001328,-0.000648,0.001544,0.00016,0.000128,-0.000808,-0.001456,7.2e-05,0.00032,0.000448,0.00172,0.00104
0.02,112,0.002632,0.002632,6.92742e-06,-0.039216,0.00153789,0,240107,119699,-1,0.019608,-0.001088,-0.000968,-0.001056,0.001552,0.00112,-0.002024,0.000416,-0.000928,0.002176,-0.000872,0.001232,-0.001064,0.001256,0.00132,0.001944,0.001672,0.001592,0.001264
0.02,113,0.002704,0.002704,7.31162e-06,-0.043968,0.00193319,0,239777,119572,1,0.021984,-0.00168,0.002808,-4.8e-05,0.000304,0.000488,0.00324,-0.000472,0.003256,0.003096,0.000296,7.2e-05,0.001496,-0.000144,0.000248,0.000264,0.001576,0.0016,0.001024
0.02,114,0.000736,0.000736,5.41696e-07,-0.031152,0.000970447,0,240073,120431,-1,0.015576,0.000784,-0.001712,-0.002088,-0.001232,-0.000744,0.002144,0.000448,0.000576,0.000504,-0.000312,0.002056,-0.001288,0.001488,0.000872,0.000728,0.00356,0.002072,0.002112
0.02,115,-0.001088,0.001088,1.18374e-06,-0.03688,0.00136013,0,240063,119883,-1,0.01844,-0.000496,0.003216,-0.000352,-0.001136,-0.00096,-0.001008,-0.00064,-0.000984,0.000712,4e-05,0.001568,0.001312,0.002424,-0.00164,-0.001576,0.001752,-0.0004,0.004784
0.02,116,-0.002936,0.002936,8.6201e-06,-0.03848,0.00148071,0,239900,120056,-1,0.01924,0.000336,0.00156,-0.000256,0.002008,-8.8e-05,-0.000408,0.000264,2.4e-05,0.001648,-2.4e-05,-0.000328,-0.001392,-0.000672,0.00204,-0.000384,-0.000424,-0.0006,0.001088
0.02,117,0.000384,0.000384,1.47456e-07,-0.042992,0.00184831,0,239832,120184,1,0.021496,-0.001368,-7.2e-05,0.000624,0.000752,0.000416,0.000672,-0.000832,-0.000512,-0.000456,-0.00112,-0.000968,0.001152,-0.000128,-7.2e-05,0.0012,-0.00256,-0.00288,-0.002272
0.02,118,0.000888,0.000888,7.88544e-07,-0.038192,0.00145863,0,239950,119618,1,0.019096,0.001152,6.4e-05,0.00028,-0.001296,0.001136,0.000448,0.001264,0.001256,-0.00124,0.001296,-0.000304,0.001512,-0.001576,-0.00036,0.000432,0.001504,0.00076,0.003264
0.02,119,-0.001088,0.001088,1.18374e-06,-0.039152,0.00153288,0,239917,120092,-1,0.019576,0.002104,-0.00104,-0.001928,0.001184,-0.000368,-0.000376,-0.001968,-0.000456,-0.00032,0.001504,-0.000408,-8e-06,-0.000416,0.0024,-0.001248,0.001232,0.0028,-0.000256
0.02,120,0.002344,0.002344,5.49434e-06,-0.039904,0.00159233,0,240033,120046,1,0.019952,8e-06,0.001304,-0.000224,0.001112,-0.000456,0.001864,0.000224,-0.000288,-0.001736,-0.000656,0.00228,-0.002088,-0.002064,-0.00068,-0.000808,-0.000256,0.001336,0.003264
0.02,121,0.00388,0.00388,1.50544e-05,-0.038176,0.00145741,0,239893,120376,-1,0.019088,0.001296,2.4e-05,-0.002016,0.000512,0.001848,-0.000192,-0.000152,0.000128,-0.001712,0.000528,0.002024,0.00052,0.00084,-0.000592,0.000328,0.002288,0.000568,0.002096
0.02,122,-0.003744,0.003744,1.40175e-05,-0.038096,0.00145131,0,240216,119996,1,0.019048,-0.000696,0.004376,4e-05,-0.000256,0.001664,0.00312,0.002392,-0.001672,0.001512,0.000552,0.000624,-0.00164,-0.00176,0.00048,-0.000416,-0.002088,-0.002728,-0.001664
0.02,123,-0.002336,0.002336,5.4569e-06,-0.032784,0.00107479,0,240062,119891,1,0.016392,0.001968,0.001952,-0.00088,-0.00152,0.00132,-0.000384,-0.001488,-0.001704,0.002768,0.00184,-0.00108,0.001488,-0.000616,-0.000656,0.000248,-0.000496,0.001872,-0.000528
0.02,124,0.000752,0.000752,5.65504e-07,-0.034736,0.00120659,0,239920,119907,-1,0.017368,-0.002448,0.000184,0.002752,-0.001232,-0.002256,-0.001568,0.000624,0.000872,0.002104,-0.000104,0.00116,-0.001648,0.000752,-0.00064,0.000728,0.000192,0.000944,0.000832
0.02,125,0.002264,0.002264,5.1257e-06,-0.039808,0.00158468,0,240070,119934,-1,0.019904,0.002032,0.002856,-0.000344,0.0004,0.0022,0.001488,0.00016,0.00176,-0.000808,0.003176,0.0002,0.00224,-0.000952,0.001816,0.001192,-0.001608,-0.00044,9.6e-05
0.02,126,-0.000928,0.000928,8.61184e-07,-0.038304,0.0014672,0,240011,119743,1,0.019152,0.001368,-0.000768,-0.00096,0.001864,0.001392,0.00016,0.002176,0.000384,0.001264,0.0026,0.000392,-0.000528,-0.001016,0.000736,0.000656,-0.00136,0.000568,-0.000864
0.02,127,-0.002432,0.002432,5.91462e-06,-0.04272,0.001825,0,240013,119977,-1,0.02136,8.8e-05,-0.001488,0.001808,0.000872,0.000144,0.001488,-0.002456,-0.001288,0.000352,-0.000704,-0.000616,0.001312,0.00032,-5.6e-05,0.000136,-0.000776,0.000176,0.00032
0.02,128,-0.00032,0.00032,1.024e-07,-0.040944,0.00167641,0,240078,120584,-1,0.020472,0.00072,0.000576,-0.00028,0.000544,-0.001568,0.000224,-5.6e-05,-0.000608,-0.00072,0.0012,0.00044,-0.000792,0.001352,-0.000136,0.001568,-6.4e-05,0.002744,0.001168
0.02,129,-0.000632,0.000632,3.99424e-07,-0.035536,0.00126281,0,240056,119743,-1,0.017768,-0.001328,-0.000824,0.003896,0.000568,-0.001664,0.001264,-0.001552,0.000688,0.0004,0.00328,0.002528,0.002648,-0.002136,-0.00072,-0.000912,-0.00144,0.000112,-0.000736
0.02,130,-0.00012,0.00012,1.44e-08,-0.040864,0.00166987,0,239866,119832,1,0.020432,-0.000696,-0.000664,-0.00372,-0.001528,0.000256,0.000968,-0.0002,-0.000208,-0.002376,-0.00136,-0.000424,-0.001,0.000288,-0.000824,-0.00064,0.000568,0.00012,0.001264
0.02,131,-0.000872,0.000872,7.60384e-07,-0.042416,0.00179912,0,239947,119888,-1,0.021208,0.000368,-0.001096,-0.000912,-0.001456,0.000272,0.001888,-0.000552,-0.001008,0.000536,-0.000856,0.000632,0.000568,0.001096,0.001048,-0.000752,-0.00048,0.000472,0.000512
0.02,132,0.000696,0.000696,4.84416e-07,-0.048,0.002304,0,240009,119979,1,0.024,0.000312,-0.00248,0.001216,-0.001464,-0.000128,0.000664,-0.000288,0.000568,0.002952,-0.00168,-0.002608,0.000472,-0.00036,0.002216,0.000192,0.000224,-0.0004,0.000208
0.02,133,0.000632,0.000632,3.99424e-07,-0.047168,0.00222482,0,239966,120142,-1,0.023584,0.000272,-0.00016,0.001104,1.6e-05,0.002256,0.001872,-2.4e-05,0.002184,0.0004,0.000104,0.000856,-0.001376,-0.002184,-0.001064,-0.001088,0.000992,-0.000576,0.00208
0.02,134,-0.001208,0.001208,1.45926e-06,-0.044928,0.00201853,0,239951,120101,-1,0.022464,0.003328,-0.001424,-0.001432,0.001424,-0.001256,-0.000168,-0.001104,-0.001712,0.000552,0.00076,-1.6e-05,0.000664,0.002144,-0.001304,-4.8e-05,0.001696,0.00076,4.8e-05
0.02,135,-0.0014,0.0014,1.96e-06,-0.038896,0.0015129,0,239840,119890,-1,0.019448,0.000392,0.00232,0.000152,-0.000256,-0.002256,-0.001048,-2.4e-05,-0.000472,0.000432,-0.001152,0.003456,0.001256,0.002088,0.000768,-0.001,-0.000216,-0.00056,-0.001776
0.02,136,0.001776,0.001776,3.15418e-06,-0.041504,0.00172258,0,240115,119865,-1,0.020752,0.00184,0.000312,0.002192,-0.001504,0.000408,-0.00276,-2.4e-05,3.2e-05,0.000856,0.000832,-0.000416,-0.001064,-0.0008,-0.000104,-0.0008,-0.00172,-8e-06,0.00456
0.02,137,-0.000224,0.000224,5.0176e-08,-0.040944,0.00167641,0,240042,119594,-1,0.020472,-8e-05,0.00188,-0.001912,-0.00272,-0.000768,0.00164,-0.002176,0.00268,0.001992,-0.001504,-3.2e-05,0.001056,0.002544,-0.000176,-0.00268,0.000808,0.001944,-0.000288
0.02,138,-0.000776,0.000776,6.02176e-07,-0.04208,0.00177073,0,240122,119803,1,0.02104,0.003288,-0.001552,0.00048,0.001456,0.001072,-0.002384,0.00092,0.00276,-0.000848,-0.0002,0.0008,-0.000296,-0.001216,-0.002632,0.00072,-0.001696,0.00208,0.001696
0.02,139,-0.001928,0.001928,3.71718e-06,-0.042176,0.00177881,0,239987,120652,1,0.021088,0.00228,-0.0002,-8.8e-05,0.001152,-0.00132,-0.00012,0.000704,0.000768,0.001392,-0.002696,0.000472,0.00068,-0.001056,-0.001192,0.000536,-0.003128,-0.00128,0.000816
0.02,140,0.00296,0.00296,8.7616e-06,-0.03664,0.00134249,0,239981,119896,1,0.01832,0.000784,0.001544,0.00028,-0.001464,-0.000816,0.000336,0.000848,-0.004064,0.002184,-0.001632,-0.002336,-0.001144,-0.00176,0.000968,-0.0024,0.00084,-0.002248,0.001888
0.02,141,0.000432,0.000432,1.86624e-07,-0.038896,0.0015129,0,240046,120060,1,0.019448,-4.8e-05,-0.000192,0.002176,-0.001128,0.000112,-0.002176,-0.000744,0.00052,-7.2e-05,0.001864,8e-05,-0.001944,0.002064,0.001376,-0.001736,-0.000376,-0.001176,0.002944
0.02,142,-0.002976,0.002976,8.85658e-06,-0.043072,0.0018552,0,240098,120021,-1,0.021536,0.00048,-0.002184,0.001456,0.000248,0.000456,0.000336,1.6e-05,-0.0004,-0.0004,0.001008,-0.00108,0.000104,0.00124,-0.0004,0.000832,0.003152,-0.000984,0.002848
0.02,143,0.000488,0.000488,2.38144e-07,-0.039168,0.00153413,0,240124,120212,-1,0.019584,0.000936,0.000512,-0.001568,-0.00072,-0.000936,0.00272,-0.001752,0.000616,0.000256,-0.000224,0.003136,-0.000352,0.000856,0.000408,-0.001496,0.000984,0.000272,-0.001872
0.02,144,0.000224,0.000224,5.0176e-08,-0.038992,0.00152038,0,239990,120029,1,0.019496,0.000392,0.003776,0.001256,0.000376,-0.000992,0.002688,0.001416,-0.000984,0.001224,-0.002168,0.0018,0.000416,-4.8e-05,0.000104,0.00084,0.000216,0.00088,0.004624
0.02,145,-0.002448,0.002448,5.9927e-06,-0.037248,0.00138741,0,239985,120155,-1,0.018624,0.000144,-0.000976,-0.001496,-0.0024,-0.001216,-0.000784,-0.002,-0.002224,0.000568,-0.002328,-5.6e-05,-0.000272,-0.003056,-0.00044,0.00084,-0.000136,0.000336,-0.00216
0.02,146,0.00172,0.00172,2.9584e-06,-0.043152,0.0018621,0,239986,120160,-1,0.021576,0.002,-0.001512,0.001328,0.001728,0.002136,0.000264,0.001024,-0.001608,0.000872,-0.000528,-0.000792,-0.000624,0.000328,0.000296,8e-06,0.00364,-0.001856,-0.000928
0.02,147,-0.000648,0.000648,4.19904e-07,-0.041168,0.0016948,0,239988,120299,1,0.020584,-0.001008,0.000616,-0.000816,-0.001792,-0.001048,-0.000232,0.001416,-0.000816,0.000104,-1.6e-05,0.000232,-0.001408,-0.002392,-0.001592,0.002472,-0.000656,-0.002144,0.002736
0.02,148,5.6e-05,5.6e-05,3.136e-09,-0.04184,0.00175059,0,239975,120446,1,0.02092,0.00056,0.001712,0.000768,-0.00136,0.000832,0.00152,0.001112,0.001904,0.001792,-0.000352,0.000736,6.4e-05,-0.001176,0.001096,0.000968,-0.001952,0.000176,0.001888
0.02,149,0.000344,0.000344,1.18336e-07,-0.045248,0.00204738,0,239758,119609,-1,0.022624,0.001392,-0.000648,-1.6e-05,0.000568,0.000584,0.001752,0.00096,0.001416,-0.001704,0.001376,0.000696,0.00052,-0.002208,0.001264,-0.001432,-0.000224,0.002056,-4.8e-05
0.02,150,0.00372,0.00372,1.38384e-05,-0.044032,0.00193882,0,239880,119927,1,0.022016,0.00076,0.000872,-0.000992,-0.000696,0.000632,0.000832,-0.002392,0.002792,0.002216,-0.001528,-0.002256,0.001816,-0.001208,-0.000152,-0.001376,0.000376,0.001544,0.004192
0.02,151,0.001968,0.001968,3.87302e-06,-0.043328,0.00187732,0,240009,120082,-1,0.021664,0.000424,0.001216,0.001144,-0.002256,-0.001416,-0.000712,-0.000192,-0.000648,-0.001408,0.001744,-0.001208,0.00044,-0.000232,0.001176,-0.00088,0.001544,0.000176,-0.001712
0.02,152,8e-06,8e-06,6.4e-11,-0.043136,0.00186071,0,239872,120005,-1,0.021568,-0.001992,0.0006,0.000344,0.00024,0.001208,0.000216,0.00328,0.000904,-7.2e-05,-0.000288,-0.001232,-0.000224,-0.002416,0.0016,-0.001632,-0.002032,0.000576,-0.00296
0.02,153,0.000832,0.000832,6.92224e-07,-0.039968,0.00159744,0,239978,119541,1,0.019984,0.002768,-0.002064,0.000264,0.00112,0.000256,0.001752,-0.001384,0.000592,-0.00104,0.000296,-0.00144,-0.000968,0.000376,-0.002528,-0.00148,-0.001128,-0.00088,0.000352
0.02,154,0.002408,0.002408,5.79846e-06,-0.041824,0.00174925,0,239943,119795,1,0.020912,0.00168,6.4e-05,0.0012,0.000672,-0.0002,0.000264,-0.001576,-8e-05,0.00128,-0.000192,-0.000304,-0.002928,-0.000168,-0.000128,-0.001312,-0.002256,0.00112,0.000416
0.02,155,0.001232,0.001232,1.51782e-06,-0.040976,0.00167903,0,240159,120070,1,0.020488,-0.000912,-7.2e-05,-0.001,-0.001392,0.000624,-0.000592,-0.003088,0.00032,0.001256,0.001856,-0.00036,-0.000144,0.001432,0.001328,-0.002928,-8e-05,0.000608,-0.00048
0.02,156,0.001432,0.001432,2.05062e-06,-0.037824,0.00143065,0,240094,120069,1,0.018912,-0.00216,0.000952,0.00172,-0.000744,-0.00072,-0.000264,0.0006,-0.000472,0.001656,0.000472,0.00128,0.001928,0.001792,-0.0004,0.000944,0.000624,0.000112,-0.002256
0.02,157,0.002136,0.002136,4.5625e-06,-0.042848,0.00183595,0,240124,119818,1,0.021424,0.001928,-0.000256,0.000464,-0.001104,-0.001288,-0.001472,-8e-05,-0.000336,-0.000104,0.001576,0.001456,0.0002,0.003024,-0.000344,0.000512,0.00108,0.001824,0.000624
0.02,158,-0.00164,0.00164,2.6896e-06,-0.040272,0.00162183,0,239937,120207,1,0.020136,0.00312,0.000368,0.001032,-0.00052,-0.001872,0.000432,-0.003,-0.000632,-0.000416,0.001768,-0.001688,-0.001784,-0.000768,-0.001072,-0.000832,-0.000456,-0.000368,0.001984
0.02,159,0.00064,0.00064,4.096e-07,-0.036928,0.00136368,0,240055,120021,-1,0.018464,-0.000488,0.000976,0.000192,-0.001384,-0.000808,-0.001032,-0.001144,0.000552,-0.001176,-0.001032,-0.002472,0.000832,8.8e-05,8e-05,0.000312,-0.00012,-8e-05,-0.00056
0.02,160,0.00264,0.00264,6.9696e-06,-0.036496,0.00133196,0,240167,120260,1,0.018248,0.002352,-0.002832,-0.000944,0.002432,0.002056,-0.001096,0.000752,0.003344,0.001616,-3.2e-05,0.00048,0.001968,0.001368,-0.00044,0.001112,-4e-05,-0.001792,0.001392
0.02,161,-0.002536,0.002536,6.4313e-06,-0.040752,0.00166073,0,239922,119777,-1,0.020376,-0.0012,-0.00164,-1.6e-05,-0.000216,-0.002056,0.002664,0.000288,0.00168,-0.000984,-0.00144,0.000912,-0.002896,0.002424,-0.000832,0.000984,0,0.000128,0.000992
0.02,162,-0.003152,0.003152,9.9351e-06,-0.036352,0.00132147,0,240067,120144,-1,0.018176,0.001016,0,-0.001056,0.00012,-0.002248,0.00088,-0.00044,-0.001488,0.000768,7.2e-05,-0.001032,-0.001144,-0.001608,0.00012,-0.000352,-0.001144,-0.001104,-0.00112
0.02,163,0.000376,0.000376,1.41376e-07,-0.03832,0.00146842,0,239870,120037,1,0.01916,-2.4e-05,-0.002048,0.000336,-0.00104,-0.002504,0.000976,-0.000432,-0.001432,0.000376,0.00096,0.002496,5.6e-05,-0.004856,-0.000848,0.00228,0.001416,-0.000208,0.000432
0.02,164,0.003552,0.003552,1.26167e-05,-0.040224,0.00161797,0,240152,120325,1,0.020112,-0.00012,-0.001896,0.0008,-0.003488,0.001648,0.00072,-0.000576,0.00048,-0.000568,-0.000456,-0.001336,-0.001712,-0.000568,0.000224,0.000424,0.000232,0.001528,-0.00024
0.02,165,-0.000344,0.000344,1.18336e-07,-0.040448,0.00163604,0,240110,120024,-1,0.020224,-0.001784,0.001512,-0.000416,-0.000904,0.001496,-0.001656,-0.001384,-0.000352,-0.00084,0.001696,-0.0008,0.001992,-0.00104,0.000792,-0.000664,-0.000296,0.0002,0.00032
0.02,166,0.001368,0.001368,1.87142e-06,-0.04128,0.00170404,0,239755,119960,1,0.02064,-0.001544,0.00256,0.000464,-0.000392,0.000368,0.000136,-0.002712,-0.000176,-0.000448,0.001048,0.000648,-0.0018,-0.000184,0.002448,-0.000728,0.0002,-0.000904,-0.001792
0.02,167,0.000352,0.000352,1.23904e-07,-0.037568,0.00141135,0,240009,120120,1,0.018784,0.00164,5.6e-05,0.000768,-0.002,-0.000552,-0.003648,-0.001448,-0.00144,-0.00232,-0.003416,-0.002672,0.00292,-1.6e-05,0.002688,0.00176,-0.001856,0.000264,-0.001952
0.02,168,0.001136,0.001136,1.2905e-06,-0.04456,0.00198559,0,240009,119881,-1,0.02228,0.001096,-9.6e-05,-0.00124,0.000552,0.00128,-0.000664,0.001424,0.004296,0.001488,-0.002344,-0.002408,-0.00072,-0.002792,0.0008,-0.001992,-0.000472,0.002024,0.000208
0.02,169,0.00268,0.00268,7.1824e-06,-0.03968,0.0015745,0,240052,119972,-1,0.01984,0.000896,0.00068,0.003144,0.000824,-0.000384,-0.001448,-0.001136,0.000432,-1.6e-05,-0.000656,-0.002016,0.000912,0.001144,0.000616,0.001608,0.000536,-0.001816,-0.0008
0.02,170,-0.000704,0.000704,4.95616e-07,-0.042032,0.00176669,0,239827,119567,-1,0.021016,-0.000432,-0.003232,-0.002688,0.000888,-0.002592,-0.000336,4e-05,-0.000456,1.6e-05,7.2e-05,-0.002432,0.002512,0.001128,0.001008,-0.00164,0.001328,-0.00048,0.002096
