beta,sweep,M,absM,M2,E,E2,acceptedFlips,attemptedClusters,acceptedClusters,fixedPairCorr,corr_r1,corr_r2,corr_r3,corr_r4,corr_r5,corr_r6,corr_r7,corr_r8,corr_r9,corr_r10,corr_r50,corr_r75,corr_r100,corr_r125,corr_r150,corr_r175,corr_r200,corr_r225,corr_r250
0.46,197,0.806168,0.806168,0.649907,-1.5743,2.47843,0,23744,11815,1,0.787152,0.720656,0.69396,0.679688,0.671664,0.665624,0.660832,0.6586,0.656368,0.654832,0.650104,0.649992,0.649616,0.65036,0.65064,0.649976,0.649552,0.649832,0.647712
0.46,198,0.811984,0.811984,0.659318,-1.57894,2.49306,0,23596,11659,1,0.789472,0.724224,0.696664,0.682312,0.67412,0.6688,0.665696,0.663512,0.661544,0.660368,0.66096,0.659504,0.658856,0.658648,0.66092,0.65884,0.660408,0.659616,0.65992
0.46,199,-0.818688,0.818688,0.67025,-1.57909,2.49352,0,23687,11810,1,0.789544,0.726664,0.70108,0.689176,0.68184,0.67756,0.675304,0.673728,0.672672,0.672392,0.669552,0.670312,0.66976,0.66932,0.670256,0.670584,0.6702,0.669928,0.669968
0.46,200,-0.815656,0.815656,0.665295,-1.582,2.50272,0,23535,11794,1,0.791,0.727192,0.700408,0.686728,0.679168,0.674728,0.6716,0.670504,0.669104,0.667832,0.664864,0.664472,0.664752,0.664616,0.665144,0.665928,0.664928,0.6636,0.666048
0.48,1,-0.962208,0.962208,0.925844,-1.87818,3.52755,0,6686,3382,1,0.939088,0.928512,0.926416,0.925856,0.925696,0.92584,0.925896,0.926008,0.926048,0.925888,0.925864,0.926056,0.925808,0.925912,0.9258,0.926048,0.925872,0.925784,0.925568
0.48,2,0.9362,0.9362,0.87647,-1.80738,3.26661,0,11018,5480,1,0.903688,0.88432,0.879424,0.877848,0.876912,0.8766,0.876936,0.87672,0.876296,0.87644,0.876656,0.876464,0.877192,0.87668,0.876408,0.876208,0.876328,0.876272,0.876432
0.48,3,0.91832,0.91832,0.843312,-1.7592,3.09478,0,13711,6849,1,0.8796,0.855056,0.847432,0.84484,0.843968,0.843792,0.8436,0.843768,0.843096,0.84288,0.843568,0.84288,0.84376,0.843104,0.842968,0.843264,0.84296,0.84284,0.843584
0.48,4,-0.903848,0.903848,0.816941,-1.72864,2.9882,0,15539,7789,1,0.86432,0.833184,0.82336,0.820224,0.819064,0.81832,0.817728,0.817736,0.81692,0.816992,0.817128,0.8164,0.816696,0.81692,0.817048,0.816992,0.817056,0.816896,0.81688
0.48,5,-0.895712,0.895712,0.8023,-1.71054,2.92596,0,16544,8315,1,0.855272,0.82116,0.810544,0.806304,0.803896,0.803152,0.802984,0.802568,0.802616,0.802824,0.802832,0.801864,0.802608,0.802208,0.802864,0.802264,0.802104,0.801952,0.802544
0.48,6,-0.891976,0.891976,0.795621,-1.70075,2.89256,0,17158,8518,1,0.850376,0.8146,0.803792,0.799768,0.797992,0.796488,0.795984,0.795536,0.79532,0.795528,0.795808,0.795384,0.795888,0.795096,0.795776,0.795688,0.795768,0.795496,0.795488
0.48,7,0.888144,0.888144,0.7888,-1.69509,2.87332,0,17547,8854,1,0.847544,0.809824,0.797856,0.792976,0.790656,0.789864,0.789744,0.789568,0.789184,0.788744,0.788712,0.789296,0.789312,0.787968,0.789376,0.787928,0.789376,0.789056,0.788416
0.48,8,-0.88588,0.88588,0.784783,-1.69056,2.85799,0,17740,8827,1,0.84528,0.807504,0.79504,0.78964,0.78712,0.786456,0.785848,0.785432,0.785464,0.785272,0.785112,0.785304,0.785128,0.784632,0.784928,0.78452,0.784976,0.784432,0.784096
0.48,9,-0.8836,0.8836,0.780749,-1.68914,2.85318,0,17820,8771,1,0.844568,0.8058,0.79184,0.786544,0.78392,0.782552,0.781856,0.781808,0.781408,0.781304,0.781312,0.780928,0.781656,0.780312,0.780496,0.780672,0.780968,0.78072,0.780192
0.48,10,-0.88488,0.88488,0.783013,-1.68966,2.85496,0,17834,9041,1,0.844832,0.80532,0.793096,0.788264,0.785808,0.784864,0.784176,0.783584,0.782952,0.783024,0.782912,0.783344,0.783584,0.78284,0.782992,0.783,0.783008,0.782704,0.78304
0.48,11,-0.880816,0.880816,0.775837,-1.68555,2.84109,0,17923,9013,1,0.842776,0.802576,0.788648,0.782464,0.77976,0.778496,0.777504,0.776976,0.776064,0.77564,0.775568,0.77568,0.776024,0.77608,0.775648,0.775832,0.776216,0.775616,0.776
0.48,12,0.881208,0.881208,0.776528,-1.68326,2.83338,0,18081,9061,1,0.841632,0.801664,0.788384,0.782224,0.779928,0.778592,0.777624,0.776784,0.776784,0.77608,0.776208,0.77672,0.777016,0.776824,0.77592,0.7758,0.7766,0.777176,0.77672
0.48,13,-0.882936,0.882936,0.779576,-1.68726,2.84686,0,18163,9096,1,0.843632,0.803768,0.790512,0.78484,0.782144,0.781632,0.780304,0.780008,0.779864,0.779864,0.779312,0.7796,0.78012,0.780176,0.780112,0.779408,0.78032,0.779168,0.778624
0.48,14,0.880264,0.880264,0.774865,-1.68486,2.83877,0,18111,9051,1,0.842432,0.801344,0.786728,0.7806,0.777072,0.776384,0.775688,0.774984,0.774712,0.774528,0.7746,0.775024,0.775128,0.775544,0.775472,0.774648,0.77508,0.774992,0.774224
0.48,15,-0.880832,0.880832,0.775865,-1.68163,2.82789,0,18220,9087,1,0.840816,0.80004,0.786456,0.780704,0.777376,0.776488,0.776632,0.77552,0.775464,0.775952,0.77588,0.776176,0.775704,0.775984,0.77612,0.77588,0.775616,0.77636,0.775792
0.48,16,0.877944,0.877944,0.770786,-1.6773,2.81332,0,18170,8967,1,0.838648,0.796576,0.78272,0.776864,0.773632,0.772312,0.771824,0.770616,0.770592,0.77064,0.770248,0.770096,0.770488,0.770552,0.770952,0.770808,0.771552,0.770488,0.770624
0.48,17,-0.876248,0.876248,0.767811,-1.67662,2.81107,0,18282,9179,1,0.838312,0.79592,0.781304,0.774736,0.77152,0.769864,0.768424,0.768008,0.767896,0.767312,0.768368,0.767944,0.767824,0.768776,0.767464,0.767336,0.768112,0.768136,0.76832
0.48,18,-0.876512,0.876512,0.768273,-1.67645,2.81048,0,18331,9057,1,0.838224,0.7954,0.780968,0.77488,0.77212,0.770232,0.769008,0.76904,0.768616,0.767616,0.768464,0.768552,0.768544,0.76808,0.768904,0.768456,0.767624,0.768656,0.768384
0.48,19,-0.876984,0.876984,0.769101,-1.67744,2.8138,0,18280,9208,1,0.83872,0.797056,0.782568,0.77576,0.77268,0.771232,0.770368,0.769872,0.769536,0.769632,0.769192,0.76876,0.769504,0.768736,0.768744,0.768896,0.768816,0.769064,0.769024
0.48,20,0.876328,0.876328,0.767951,-1.67774,2.81482,0,18367,9182,1,0.838872,0.79724,0.782008,0.775088,0.772192,0.770784,0.770272,0.769456,0.769072,0.76896,0.767616,0.76808,0.768,0.768,0.76784,0.767152,0.767592,0.767944,0.768816
0.48,21,-0.874344,0.874344,0.764477,-1.67642,2.81037,0,18414,9269,1,0.838208,0.794984,0.779184,0.77284,0.769616,0.767272,0.766064,0.765744,0.765264,0.765048,0.76424,0.764248,0.764344,0.76376,0.764304,0.764248,0.763936,0.7644,0.764896
0.48,22,-0.878048,0.878048,0.770968,-1.67814,2.81617,0,18369,9222,1,0.839072,0.79796,0.783888,0.778392,0.776088,0.774432,0.772632,0.772408,0.771672,0.771128,0.771288,0.770496,0.770592,0.770256,0.770864,0.770904,0.770672,0.771088,0.771472
0.48,23,0.877544,0.877544,0.770083,-1.67838,2.81697,0,18348,9181,1,0.839192,0.797624,0.782928,0.776952,0.774592,0.772608,0.77176,0.771336,0.771328,0.770976,0.771376,0.770024,0.769912,0.770712,0.770296,0.770352,0.770224,0.770464,0.770784
0.48,24,0.876256,0.876256,0.767825,-1.67485,2.80512,0,18280,9153,1,0.837424,0.795992,0.781776,0.775992,0.773392,0.771768,0.77072,0.769504,0.768856,0.768376,0.768416,0.768472,0.7676,0.768704,0.767488,0.768168,0.768008,0.767752,0.768864
0.48,25,0.877224,0.877224,0.769522,-1.67677,2.81155,0,18365,9184,1,0.838384,0.796368,0.78124,0.775688,0.773032,0.771928,0.771608,0.771032,0.770592,0.769784,0.7694,0.769352,0.7694,0.770312,0.769048,0.769936,0.7698,0.770448,0.76968
0.48,26,-0.87864,0.87864,0.772008,-1.67691,2.81203,0,18296,9261,1,0.838456,0.796808,0.782728,0.776944,0.774512,0.77352,0.77304,0.77264,0.772592,0.772184,0.772344,0.771528,0.772384,0.77196,0.772312,0.772256,0.772624,0.772064,0.772912
0.48,27,0.879624,0.879624,0.773738,-1.67915,2.81955,0,18300,9200,1,0.839576,0.798856,0.785192,0.779512,0.777424,0.776408,0.7756,0.77512,0.774552,0.774376,0.77348,0.772872,0.7736,0.77392,0.773624,0.773392,0.77372,0.77376,0.774192
0.48,28,-0.878848,0.878848,0.772374,-1.67802,2.81574,0,18262,9092,1,0.839008,0.798352,0.784928,0.778808,0.775496,0.774344,0.773592,0.77324,0.77292,0.772856,0.7718,0.772968,0.772408,0.772088,0.772168,0.772088,0.7718,0.772712,0.772624
0.48,29,-0.87928,0.87928,0.773133,-1.68307,2.83273,0,18317,9085,1,0.841536,0.800304,0.786968,0.780728,0.777416,0.77628,0.775176,0.774568,0.773704,0.77388,0.772976,0.773216,0.773008,0.772912,0.772944,0.77296,0.773472,0.773656,0.77392
0.48,30,0.877384,0.877384,0.769803,-1.67923,2.81982,0,18203,9041,1,0.839616,0.798112,0.783728,0.7774,0.774656,0.77316,0.772376,0.771824,0.771488,0.771224,0.768672,0.770144,0.769776,0.770608,0.769728,0.770232,0.76936,0.769656,0.769392
0.48,31,-0.87544,0.87544,0.766395,-1.67698,2.81225,0,18396,9250,1,0.838488,0.796344,0.781448,0.774352,0.771136,0.76908,0.767656,0.767424,0.766856,0.766856,0.766944,0.766576,0.766888,0.766224,0.766352,0.766808,0.766816,0.76592,0.766848
0.48,32,0.877456,0.877456,0.769929,-1.67954,2.82084,0,18251,9088,1,0.839768,0.79852,0.783704,0.777176,0.773896,0.771848,0.771048,0.770232,0.770224,0.769936,0.769952,0.7704,0.770112,0.770048,0.770064,0.770344,0.770696,0.770064,0.770432
0.48,33,-0.874728,0.874728,0.765149,-1.67408,2.80254,0,18181,9204,1,0.83704,0.794024,0.779368,0.772208,0.769376,0.767992,0.766328,0.765312,0.765632,0.765336,0.764872,0.76528,0.76484,0.765504,0.765048,0.765504,0.76608,0.76472,0.765712
0.48,34,0.876384,0.876384,0.768049,-1.6751,2.80597,0,18647,9182,1,0.837552,0.795384,0.781096,0.774592,0.771088,0.770024,0.768808,0.768728,0.768784,0.768288,0.767896,0.767992,0.767944,0.768432,0.767368,0.767488,0.768952,0.769016,0.768016
0.48,35,0.876152,0.876152,0.767642,-1.67749,2.81397,0,18329,9128,1,0.838744,0.796432,0.781792,0.775024,0.771448,0.770312,0.769408,0.769024,0.769016,0.768632,0.767864,0.768168,0.76804,0.767016,0.767488,0.767584,0.76756,0.767904,0.767824
0.48,36,-0.877992,0.877992,0.77087,-1.67547,2.80721,0,18191,9163,1,0.837736,0.796624,0.782712,0.777224,0.774592,0.773576,0.772344,0.77192,0.77136,0.771824,0.771776,0.771344,0.770344,0.771544,0.771208,0.770528,0.770248,0.77104,0.770656
0.48,37,0.877208,0.877208,0.769494,-1.68016,2.82294,0,18194,9072,1,0.84008,0.797976,0.783728,0.77756,0.7746,0.773056,0.77184,0.771488,0.770936,0.77076,0.76972,0.769272,0.769528,0.770016,0.769256,0.769416,0.768832,0.769872,0.769232
0.48,38,-0.880608,0.880608,0.77547,-1.68187,2.82869,0,18271,9180,1,0.840936,0.800752,0.786208,0.780584,0.778328,0.777232,0.776576,0.776176,0.77608,0.77596,0.775392,0.77508,0.775784,0.775232,0.775296,0.775144,0.775528,0.775536,0.775168
0.48,39,0.877512,0.877512,0.770027,-1.6788,2.81837,0,18223,9173,1,0.8394,0.79704,0.781912,0.77624,0.773672,0.772056,0.771256,0.770912,0.77024,0.770432,0.769712,0.77008,0.76996,0.769576,0.770152,0.7702,0.769856,0.77028,0.769056
0.48,40,0.878,0.878,0.770884,-1.68013,2.82283,0,18226,9123,1,0.840064,0.798336,0.783296,0.776952,0.775104,0.773792,0.772264,0.771256,0.770816,0.770712,0.770128,0.770368,0.770688,0.76996,0.77048,0.769888,0.770416,0.771072,0.771056
0.48,41,0.878736,0.878736,0.772177,-1.67621,2.80967,0,18415,9182,1,0.838104,0.79672,0.782984,0.77744,0.775152,0.774296,0.77344,0.772392,0.77208,0.771584,0.771936,0.77148,0.771728,0.772968,0.771992,0.772408,0.772432,0.772528,0.772128
0.48,42,-0.879824,0.879824,0.77409,-1.68013,2.82283,0,18379,9152,1,0.840064,0.798616,0.78468,0.779136,0.776616,0.775704,0.774896,0.77552,0.775272,0.774352,0.774344,0.774184,0.774624,0.77404,0.773976,0.774192,0.77396,0.774216,0.774096
0.48,43,-0.87892,0.87892,0.7725,-1.67965,2.82122,0,18239,9131,1,0.839824,0.798368,0.784696,0.779664,0.776576,0.775296,0.774864,0.774656,0.774264,0.773712,0.772408,0.772616,0.772992,0.771928,0.77252,0.772672,0.772888,0.772824,0.772368
0.48,44,0.874872,0.874872,0.765401,-1.67509,2.80592,0,18356,9275,1,0.837544,0.794864,0.779584,0.773136,0.769992,0.768392,0.767312,0.766144,0.766352,0.765912,0.765608,0.76516,0.766048,0.764888,0.76484,0.764704,0.764976,0.764896,0.765104
0.48,45,-0.877384,0.877384,0.769803,-1.67966,2.82127,0,18422,9304,-1,0.839832,0.797664,0.783224,0.776472,0.773256,0.7724,0.771064,0.77076,0.77064,0.770728,0.770624,0.769392,0.769728,0.768848,0.76928,0.769104,0.769248,0.76948,0.769856
0.48,46,-0.879872,0.879872,0.774175,-1.68318,2.83311,0,18366,9156,1,0.841592,0.800184,0.786208,0.780288,0.778144,0.777016,0.775976,0.775768,0.775168,0.774768,0.774384,0.77452,0.773824,0.773392,0.774072,0.77464,0.774056,0.773808,0.77448
0.48,47,0.878608,0.878608,0.771952,-1.68067,2.82466,0,18205,9041,1,0.840336,0.7994,0.785568,0.779696,0.777032,0.775168,0.773776,0.77252,0.77228,0.772272,0.77124,0.772088,0.771992,0.772528,0.772304,0.772416,0.772104,0.771744,0.772288
0.48,48,-0.880808,0.880808,0.775823,-1.68418,2.83645,0,18213,9170,1,0.842088,0.801568,0.78852,0.782384,0.779272,0.77808,0.777496,0.776776,0.7762,0.775912,0.775632,0.775688,0.77564,0.77572,0.776096,0.775568,0.775288,0.77624,0.776576
0.48,49,-0.883824,0.883824,0.781145,-1.68619,2.84324,0,18097,8886,1,0.843096,0.803696,0.790408,0.785944,0.78372,0.782464,0.781816,0.781416,0.781056,0.781192,0.781408,0.781032,0.781528,0.78108,0.780736,0.780528,0.780968,0.781232,0.78088
0.48,50,-0.880808,0.880808,0.775823,-1.68555,2.84109,0,17952,9109,1,0.842776,0.801944,0.787136,0.781312,0.778976,0.777704,0.777144,0.776856,0.776208,0.776416,0.775792,0.775128,0.77592,0.776208,0.775936,0.775192,0.775616,0.775832,0.775824
0.48,51,-0.88068,0.88068,0.775597,-1.68243,2.83058,0,17953,8902,1,0.841216,0.799824,0.785488,0.779904,0.777536,0.776912,0.77632,0.776224,0.775424,0.77572,0.776208,0.7752,0.775528,0.776376,0.775328,0.775336,0.775368,0.775392,0.775488
0.48,52,0.880176,0.880176,0.77471,-1.68435,2.83704,0,18132,8977,1,0.842176,0.8018,0.787712,0.781328,0.778432,0.777376,0.776504,0.77552,0.775112,0.774528,0.77372,0.774184,0.774584,0.775456,0.774864,0.774416,0.774232,0.774928,0.774144
0.48,53,-0.876072,0.876072,0.767502,-1.67539,2.80694,0,18196,9116,1,0.837696,0.795416,0.781032,0.775376,0.771576,0.769768,0.76872,0.768024,0.767224,0.767704,0.767464,0.767536,0.767192,0.767616,0.76732,0.767848,0.767496,0.766616,0.76816
0.48,54,-0.876992,0.876992,0.769115,-1.67651,2.81069,0,18378,9197,1,0.838256,0.796104,0.781056,0.7748,0.772024,0.770208,0.769728,0.769264,0.769136,0.769344,0.769336,0.769208,0.769152,0.769168,0.769152,0.76856,0.768688,0.76908,0.769984
0.48,55,0.877784,0.877784,0.770505,-1.67722,2.81305,0,18184,9247,1,0.838608,0.7968,0.782464,0.776152,0.773568,0.772008,0.771616,0.770784,0.770264,0.770504,0.770696,0.769352,0.77052,0.770264,0.770144,0.770312,0.769608,0.769792,0.770448
0.48,56,-0.877192,0.877192,0.769466,-1.67507,2.80587,0,18504,9277,-1,0.837536,0.795752,0.78152,0.776048,0.77296,0.771512,0.771144,0.77036,0.77008,0.769936,0.769496,0.768736,0.769056,0.769784,0.769656,0.76888,0.769632,0.769672,0.769648
0.48,57,-0.87672,0.87672,0.768638,-1.67696,2.81219,0,18433,9145,-1,0.83848,0.796456,0.782272,0.776456,0.772952,0.771224,0.77016,0.769784,0.768864,0.768808,0.768464,0.767944,0.768168,0.7688,0.76908,0.768592,0.768544,0.769264,0.768704
0.48,58,0.87276,0.87276,0.76171,-1.66934,2.78671,0,18648,9418,1,0.834672,0.790872,0.775968,0.770064,0.766448,0.763816,0.76284,0.762264,0.761368,0.761568,0.76228,0.761736,0.760888,0.762304,0.761088,0.762072,0.7616,0.760816,0.762
0.48,59,-0.87552,0.87552,0.766535,-1.67074,2.79136,0,18705,9284,1,0.835368,0.792664,0.778368,0.772552,0.769296,0.767656,0.766856,0.76632,0.76664,0.766624,0.766464,0.766272,0.766544,0.76676,0.766704,0.766104,0.766312,0.765824,0.766176
0.48,60,-0.874528,0.874528,0.764799,-1.6728,2.79826,0,18577,9304,1,0.8364,0.792504,0.777752,0.771784,0.76832,0.7658,0.765128,0.765368,0.764904,0.764408,0.765584,0.764184,0.76484,0.764496,0.764816,0.764392,0.764504,0.76508,0.763888
0.48,61,0.872592,0.872592,0.761417,-1.67086,2.79179,0,18540,9331,1,0.835432,0.790752,0.775104,0.768824,0.76492,0.762352,0.761864,0.76148,0.76124,0.76092,0.761704,0.76068,0.76144,0.761152,0.76144,0.760968,0.76188,0.761232,0.761632
0.48,62,-0.872808,0.872808,0.761794,-1.66728,2.77982,0,18611,9243,1,0.83364,0.788816,0.77328,0.767512,0.765056,0.763536,0.763256,0.762824,0.7628,0.762768,0.762152,0.761432,0.761976,0.761608,0.76124,0.761288,0.762296,0.7616,0.762016
0.48,63,0.87556,0.87556,0.766605,-1.67219,2.79623,0,18555,9312,1,0.836096,0.792992,0.778704,0.77296,0.77012,0.768648,0.767728,0.767424,0.767464,0.767848,0.766496,0.766696,0.76672,0.767184,0.76656,0.76628,0.76632,0.76608,0.766144
0.48,64,-0.875832,0.875832,0.767082,-1.67344,2.8004,0,18532,9246,1,0.83672,0.794824,0.779952,0.774152,0.771864,0.769488,0.768912,0.768872,0.767728,0.767376,0.766608,0.767576,0.766528,0.767448,0.766752,0.766976,0.767016,0.766848,0.768
0.48,65,0.878336,0.878336,0.771474,-1.67826,2.81654,0,18390,9215,1,0.839128,0.797592,0.783056,0.777032,0.774632,0.772664,0.771904,0.772104,0.77188,0.7718,0.770616,0.771872,0.771664,0.7722,0.770912,0.771232,0.77164,0.771376,0.772704
0.48,66,0.878752,0.878752,0.772205,-1.68046,2.82396,0,18206,9258,1,0.840232,0.799208,0.784568,0.778568,0.776304,0.774504,0.773616,0.772616,0.772432,0.772616,0.772632,0.771808,0.77244,0.771728,0.771704,0.771928,0.771832,0.772408,0.773216
0.48,67,0.881224,0.881224,0.776556,-1.68222,2.82988,0,18355,9140,1,0.841112,0.800256,0.787032,0.781768,0.779008,0.7776,0.777264,0.777056,0.77704,0.777288,0.777328,0.776416,0.776712,0.77696,0.775904,0.77664,0.776488,0.776448,0.777328
0.48,68,-0.881288,0.881288,0.776669,-1.68021,2.8231,0,18204,9117,1,0.840104,0.800672,0.787416,0.781624,0.779672,0.778824,0.778408,0.77788,0.777776,0.777208,0.776832,0.776304,0.77672,0.776608,0.776928,0.77624,0.776344,0.776832,0.777296
0.48,69,-0.880344,0.880344,0.775006,-1.67962,2.82111,0,18272,9181,1,0.839808,0.799944,0.786968,0.781608,0.779488,0.77836,0.777616,0.776072,0.775288,0.775232,0.774536,0.775056,0.775136,0.775448,0.774616,0.775424,0.774896,0.774944,0.774384
0.48,70,0.8784,0.8784,0.771587,-1.68086,2.8253,0,18102,9166,1,0.840432,0.798656,0.784288,0.777664,0.775472,0.774536,0.773072,0.773,0.772512,0.772288,0.77076,0.77184,0.772208,0.771568,0.771648,0.772056,0.772064,0.771624,0.770304
0.48,71,0.878704,0.878704,0.772121,-1.68192,2.82885,0,18224,9147,1,0.84096,0.799472,0.78492,0.778624,0.776344,0.774344,0.77352,0.77316,0.77276,0.772624,0.771952,0.772472,0.772208,0.772632,0.771848,0.772232,0.772272,0.77128,0.772096
0.48,72,0.87924,0.87924,0.773063,-1.68149,2.8274,0,18300,9155,1,0.840744,0.798696,0.784576,0.7788,0.775944,0.77416,0.773656,0.773624,0.77332,0.773264,0.772272,0.773384,0.77236,0.77236,0.773144,0.77364,0.773152,0.77252,0.772912
0.48,73,0.879536,0.879536,0.773584,-1.68114,2.82622,0,18318,9287,1,0.840568,0.79844,0.784496,0.779264,0.77688,0.774984,0.774248,0.774584,0.774648,0.774848,0.773832,0.773864,0.773672,0.773448,0.773792,0.772856,0.773392,0.772912,0.773344
0.48,74,-0.87928,0.87928,0.773133,-1.68002,2.82245,0,18090,9211,-1,0.840008,0.79796,0.78404,0.778784,0.776584,0.774968,0.774208,0.774416,0.773632,0.773008,0.772568,0.773664,0.772864,0.773768,0.773712,0.7732,0.773512,0.772728,0.773408
0.48,75,0.877032,0.877032,0.769185,-1.67432,2.80335,0,18365,9165,1,0.83716,0.795552,0.781656,0.775632,0.772512,0.770872,0.770088,0.7702,0.769712,0.7694,0.769432,0.769944,0.76928,0.769448,0.769312,0.769344,0.7702,0.768504,0.769872
0.48,76,-0.878968,0.878968,0.772585,-1.67853,2.81746,0,18349,9179,1,0.839264,0.798552,0.784408,0.779176,0.775368,0.773832,0.77368,0.773296,0.772736,0.772896,0.772496,0.772056,0.772736,0.77216,0.771672,0.772616,0.773264,0.772416,0.77296
0.48,77,0.878128,0.878128,0.771109,-1.67618,2.80957,0,18389,9152,1,0.838088,0.797008,0.782472,0.77724,0.77472,0.772856,0.772288,0.771376,0.771376,0.771576,0.771088,0.770912,0.771464,0.771736,0.770984,0.7714,0.771808,0.771,0.77136
0.48,78,-0.8776,0.8776,0.770182,-1.67725,2.81316,0,18440,9230,1,0.838624,0.79616,0.781872,0.776192,0.77288,0.771344,0.771272,0.771168,0.770664,0.770384,0.770344,0.77096,0.769152,0.770216,0.77012,0.769968,0.770392,0.770456,0.769712
0.48,79,-0.879296,0.879296,0.773161,-1.67755,2.81418,0,18396,9207,1,0.838776,0.797464,0.783608,0.777752,0.774824,0.773664,0.773728,0.77288,0.773184,0.772296,0.7728,0.772904,0.772736,0.77288,0.773192,0.773248,0.773064,0.772872,0.773264
0.48,80,0.87568,0.87568,0.766815,-1.67347,2.80051,0,18569,9176,1,0.836736,0.794016,0.779032,0.772664,0.770408,0.768432,0.76772,0.767616,0.767216,0.766488,0.767184,0.766728,0.766608,0.76568,0.766832,0.767368,0.766848,0.766792,0.76624
0.48,81,-0.877328,0.877328,0.769704,-1.67792,2.81542,0,18266,9236,1,0.83896,0.796824,0.781864,0.775304,0.7722,0.770712,0.770368,0.770384,0.770224,0.769864,0.770104,0.769,0.7694,0.769232,0.76916,0.76972,0.769288,0.769584,0.769712
0.48,82,0.877192,0.877192,0.769466,-1.68072,2.82482,0,18115,9195,1,0.84036,0.798432,0.783792,0.776888,0.773312,0.771248,0.7698,0.769872,0.770032,0.769712,0.769592,0.769224,0.769632,0.769472,0.76896,0.769872,0.768776,0.769536,0.768832
0.48,83,0.877992,0.877992,0.77087,-1.67669,2.81128,0,18365,9167,1,0.838344,0.797648,0.783328,0.778056,0.774912,0.773408,0.772264,0.772008,0.771536,0.771232,0.770728,0.7706,0.771048,0.770304,0.770608,0.770952,0.770704,0.7706,0.770272
0.48,84,-0.878744,0.878744,0.772191,-1.68138,2.82703,0,18224,8979,1,0.840688,0.799888,0.786048,0.779952,0.777,0.7754,0.773872,0.773344,0.773616,0.77376,0.772512,0.772016,0.772456,0.771688,0.772168,0.771904,0.771472,0.77208,0.770992
0.48,85,-0.87616,0.87616,0.767656,-1.67688,2.81193,0,18304,9250,1,0.83844,0.796728,0.781232,0.774408,0.77112,0.769656,0.76892,0.768368,0.768512,0.768616,0.767904,0.767576,0.767424,0.767208,0.767392,0.7682,0.768352,0.766448,0.767472
0.48,86,0.877144,0.877144,0.769382,-1.67731,2.81338,0,18310,9219,1,0.838656,0.796312,0.78212,0.775424,0.77284,0.77172,0.770872,0.770368,0.769936,0.770096,0.769192,0.769656,0.76924,0.76932,0.769168,0.770088,0.769744,0.769312,0.768512
0.48,87,0.873088,0.873088,0.762283,-1.66947,2.78714,0,18609,9347,1,0.834736,0.792008,0.777168,0.770032,0.766744,0.764848,0.763632,0.762808,0.762536,0.762104,0.761568,0.762192,0.76188,0.762224,0.762024,0.762632,0.762408,0.762504,0.760928
0.48,88,0.876048,0.876048,0.76746,-1.67336,2.80013,0,18795,9472,1,0.83668,0.794656,0.78,0.773968,0.771368,0.769672,0.768752,0.768096,0.767592,0.767368,0.76732,0.767976,0.767216,0.767584,0.76752,0.768168,0.767472,0.76744,0.767168
0.48,89,-0.878704,0.878704,0.772121,-1.67906,2.81923,0,18386,9192,1,0.839528,0.797888,0.78416,0.777832,0.775192,0.774192,0.773104,0.772832,0.771848,0.771848,0.772152,0.7724,0.772752,0.772184,0.773104,0.77184,0.772464,0.77164,0.772864
0.48,90,0.874944,0.874944,0.765527,-1.67413,2.8027,0,18350,9276,1,0.837064,0.793904,0.779528,0.773336,0.77028,0.768488,0.767384,0.766392,0.765624,0.765544,0.765632,0.76532,0.765456,0.766056,0.7668,0.765688,0.765264,0.7652,0.765984
0.48,91,-0.873856,0.873856,0.763624,-1.67086,2.79179,0,18615,9325,1,0.835432,0.791664,0.776784,0.770816,0.768128,0.766184,0.765424,0.76532,0.763976,0.763792,0.764664,0.763392,0.762712,0.763888,0.76368,0.764032,0.762872,0.763008,0.763888
0.48,92,-0.87496,0.87496,0.765555,-1.67042,2.79029,0,18565,9342,1,0.835208,0.791336,0.777312,0.771176,0.768304,0.76704,0.76632,0.766296,0.765616,0.76556,0.76596,0.765728,0.766112,0.765496,0.765488,0.764968,0.764944,0.764864,0.766208
0.48,93,-0.876256,0.876256,0.767825,-1.67464,2.80442,0,18583,9257,1,0.83732,0.794152,0.780304,0.774008,0.771392,0.769504,0.769176,0.769088,0.768192,0.768544,0.7678,0.768016,0.768376,0.7682,0.768216,0.767848,0.767416,0.767256,0.768416
0.48,94,0.875344,0.875344,0.766227,-1.67294,2.79874,0,18471,9339,1,0.836472,0.794288,0.778544,0.77152,0.768624,0.766928,0.766832,0.766672,0.765832,0.765712,0.766048,0.765344,0.766048,0.76596,0.765464,0.76704,0.765616,0.765752,0.766768
0.48,95,-0.876096,0.876096,0.767544,-1.67419,2.80292,0,18581,9285,-1,0.837096,0.7948,0.779736,0.773504,0.770336,0.768808,0.768216,0.767904,0.7674,0.767464,0.768232,0.76764,0.767456,0.767672,0.767368,0.767872,0.76736,0.766928,0.76816
0.48,96,-0.87748,0.87748,0.769971,-1.67818,2.81627,0,18490,9120,-1,0.839088,0.797064,0.78204,0.775504,0.772304,0.771008,0.770776,0.770624,0.770112,0.769928,0.770888,0.769792,0.769928,0.770472,0.770296,0.77,0.770032,0.770688,0.77056
